Area,School_Type,Total_School,Total_People,Female,Foreigners,Year
"Potsdam, kreisfreie Stadt",Berufsschulen,4.0,3707.0,2063.0,176.0,2016
"Barnim, Landkreis",Berufsschulen,4.0,1779.0,690.0,12.0,2016
"Dahme-Spreewald, Landkreis",Berufsschulen,1.0,810.0,308.0,14.0,2016
"Elbe-Elster, Landkreis",Berufsschulen,1.0,1321.0,211.0,18.0,2016
"Havelland, Landkreis",Berufsschulen,1.0,1109.0,279.0,8.0,2016
"Märkisch-Oderland, Landkreis",Berufsschulen,2.0,1263.0,449.0,29.0,2016
"Oberhavel, Landkreis",Berufsschulen,3.0,1665.0,449.0,11.0,2016
"Oberspreewald-Lausitz, Landkreis",Berufsschulen,1.0,748.0,233.0,16.0,2016
"Oder-Spree, Landkreis",Berufsschulen,1.0,2265.0,420.0,61.0,2016
"Ostprignitz-Ruppin, Landkreis",Berufsschulen,2.0,1089.0,429.0,44.0,2016
"Potsdam-Mittelmark, Landkreis",Berufsschulen,3.0,2647.0,563.0,87.0,2016
"Prignitz, Landkreis",Berufsschulen,2.0,933.0,298.0,41.0,2016
"Spree-Neiße, Landkreis",Berufsschulen,2.0,2903.0,1209.0,110.0,2016
"Teltow-Fläming, Landkreis",Berufsschulen,1.0,924.0,292.0,7.0,2016
"Uckermark, Landkreis",Berufsschulen,2.0,983.0,271.0,26.0,2016
"Rostock, Hanse- und Universitätsstadt, kreisfreie Stadt",Berufsschulen,4.0,4882.0,1749.0,314.0,2016
"Schwerin, Landeshauptstadt, kreisfreie Stadt",Berufsschulen,3.0,3216.0,1185.0,210.0,2016
"Mecklenburgische Seenplatte, Landkreis",Berufsschulen,4.0,3721.0,1334.0,274.0,2016
Landkreis Rostock,Berufsschulen,1.0,1902.0,530.0,203.0,2016
"Vorpommern-Rügen, Landkreis",Berufsschulen,1.0,2271.0,848.0,341.0,2016
Landkreis Nordwestmecklenburg,Berufsschulen,1.0,1358.0,403.0,234.0,2016
"Vorpommern-Greifswald, Landkreis",Berufsschulen,2.0,2961.0,1236.0,214.0,2016
Landkreis Ludwigslust-Parchim,Berufsschulen,1.0,1419.0,540.0,306.0,2016
"Chemnitz, Stadt",Berufsschulen,32.0,7081.0,2502.0,446.0,2016
Erzgebirgskreis,Berufsschulen,19.0,3084.0,905.0,279.0,2016
"Mittelsachsen, Landkreis",Berufsschulen,25.0,2696.0,846.0,225.0,2016
Vogtlandkreis,Berufsschulen,15.0,3036.0,872.0,209.0,2016
"Zwickau, Landkreis",Berufsschulen,18.0,4563.0,1375.0,282.0,2016
"Dresden, Stadt",Berufsschulen,36.0,11548.0,4653.0,645.0,2016
"Bautzen, Landkreis",Berufsschulen,27.0,2923.0,727.0,205.0,2016
"Görlitz, Landkreis",Berufsschulen,17.0,3162.0,1005.0,244.0,2016
"Meißen, Landkreis",Berufsschulen,14.0,2493.0,938.0,184.0,2016
"Sächsische Schweiz-Osterzgebirge, Landkreis",Berufsschulen,9.0,2180.0,677.0,140.0,2016
"Leipzig, Stadt",Berufsschulen,41.0,9952.0,4168.0,827.0,2016
"Leipzig, Landkreis",Berufsschulen,18.0,1558.0,433.0,164.0,2016
"Nordsachsen, Landkreis",Berufsschulen,21.0,3030.0,752.0,226.0,2016
"Dessau-Roßlau, kreisfreie Stadt",Berufsschulen,2.0,1674.0,580.0,101.0,2016
"Halle (Saale), kreisfreie Stadt",Berufsschulen,8.0,5284.0,2101.0,364.0,2016
"Magdeburg, Landeshauptstadt, kreisfreie Stadt",Berufsschulen,6.0,5259.0,2075.0,388.0,2016
Altmarkkreis Salzwedel,Berufsschulen,2.0,794.0,214.0,72.0,2016
"Anhalt-Bitterfeld, Landkreis",Berufsschulen,2.0,2184.0,711.0,159.0,2016
"Börde, Landkreis",Berufsschulen,4.0,1844.0,389.0,130.0,2016
Burgenlandkreis,Berufsschulen,2.0,1393.0,509.0,136.0,2016
"Harz, Landkreis",Berufsschulen,6.0,2463.0,759.0,129.0,2016
"Jerichower Land, Landkreis",Berufsschulen,2.0,850.0,285.0,114.0,2016
"Mansfeld-Südharz, Landkreis",Berufsschulen,2.0,1290.0,331.0,132.0,2016
Saalekreis,Berufsschulen,2.0,2595.0,660.0,137.0,2016
Salzlandkreis,Berufsschulen,4.0,1713.0,383.0,162.0,2016
"Stendal, Landkreis",Berufsschulen,3.0,1540.0,484.0,160.0,2016
"Wittenberg, Landkreis",Berufsschulen,2.0,1222.0,427.0,112.0,2016
"Erfurt, kreisfreie Stadt",Berufsschulen,8.0,5999.0,2180.0,515.0,2016
"Gera, kreisfreie Stadt",Berufsschulen,6.0,2699.0,950.0,159.0,2016
"Jena, kreisfreie Stadt",Berufsschulen,3.0,1903.0,765.0,118.0,2016
"Weimar, kreisfreie Stadt",Berufsschulen,2.0,1290.0,600.0,117.0,2016
"Eisenach, kreisfreie Stadt",Berufsschulen,1.0,973.0,245.0,72.0,2016
"Eichsfeld, Kreis",Berufsschulen,3.0,790.0,179.0,88.0,2016
"Nordhausen, Kreis",Berufsschulen,2.0,846.0,267.0,46.0,2016
Wartburgkreis,Berufsschulen,1.0,574.0,192.0,20.0,2016
Unstrut-Hainich-Kreis,Berufsschulen,5.0,1364.0,483.0,98.0,2016
Kyffhäuserkreis,Berufsschulen,2.0,690.0,238.0,52.0,2016
"Schmalkalden-Meiningen, Kreis",Berufsschulen,4.0,2495.0,813.0,202.0,2016
"Gotha, Kreis",Berufsschulen,2.0,2491.0,708.0,134.0,2016
"Sömmerda, Kreis",Berufsschulen,2.0,317.0,92.0,23.0,2016
"Hildburghausen, Kreis",Berufsschulen,1.0,390.0,97.0,29.0,2016
Ilm-Kreis,Berufsschulen,2.0,1004.0,263.0,83.0,2016
"Weimarer Land, Kreis",Berufsschulen,1.0,789.0,186.0,43.0,2016
"Sonneberg, Kreis",Berufsschulen,1.0,510.0,84.0,38.0,2016
"Saalfeld-Rudolstadt, Kreis",Berufsschulen,1.0,883.0,353.0,40.0,2016
Saale-Holzland-Kreis,Berufsschulen,1.0,383.0,95.0,37.0,2016
Saale-Orla-Kreis,Berufsschulen,1.0,554.0,130.0,97.0,2016
"Greiz, Kreis",Berufsschulen,1.0,140.0,44.0,23.0,2016
"Altenburger Land, Kreis",Berufsschulen,3.0,1033.0,218.0,56.0,2016
"Flensburg, kreisfreie Stadt",Berufsschulen,3.0,4270.0,1451.0,575.0,2017
"Kiel, Landeshauptstadt, kreisfreie Stadt",Berufsschulen,3.0,7700.0,3210.0,840.0,2017
"Lübeck, Hansestadt, kreisfreie Stadt",Berufsschulen,8.0,11791.0,5067.0,777.0,2017
"Neumünster, kreisfreie Stadt",Berufsschulen,3.0,4943.0,1957.0,481.0,2017
"Dithmarschen, Landkreis",Berufsschulen,1.0,3085.0,1190.0,176.0,2017
"Herzogtum Lauenburg, Landkreis",Berufsschulen,1.0,2028.0,737.0,293.0,2017
"Nordfriesland, Landkreis",Berufsschulen,2.0,4302.0,1528.0,327.0,2017
"Ostholstein, Landkreis",Berufsschulen,2.0,3943.0,1682.0,380.0,2017
"Pinneberg, Landkreis",Berufsschulen,2.0,5419.0,1987.0,779.0,2017
"Plön, Landkreis",Berufsschulen,1.0,901.0,377.0,113.0,2017
"Rendsburg-Eckernförde, Landkreis",Berufsschulen,2.0,4342.0,1241.0,478.0,2017
"Schleswig-Flensburg, Landkreis",Berufsschulen,1.0,2120.0,736.0,290.0,2017
"Segeberg, Landkreis",Berufsschulen,2.0,4005.0,1368.0,502.0,2017
"Steinburg, Landkreis",Berufsschulen,1.0,2423.0,858.0,377.0,2017
"Stormarn, Landkreis",Berufsschulen,2.0,2786.0,860.0,459.0,2017
Hamburg,Berufsschulen,40.0,41229.0,16845.0,7332.0,2017
"Braunschweig, kreisfreie Stadt",Berufsschulen,14.0,8130.0,3278.0,722.0,2017
"Salzgitter, kreisfreie Stadt",Berufsschulen,5.0,1996.0,620.0,412.0,2017
"Wolfsburg, kreisfreie Stadt",Berufsschulen,4.0,3759.0,1385.0,193.0,2017
"Gifhorn, Landkreis",Berufsschulen,8.0,2822.0,1093.0,276.0,2017
"Goslar, Landkreis",Berufsschulen,7.0,2272.0,720.0,249.0,2017
"Helmstedt, Landkreis",Berufsschulen,4.0,868.0,265.0,95.0,2017
"Northeim, Landkreis",Berufsschulen,8.0,2515.0,777.0,187.0,2017
"Peine, Landkreis",Berufsschulen,3.0,1137.0,412.0,216.0,2017
"Wolfenbüttel, Landkreis",Berufsschulen,3.0,738.0,203.0,111.0,2017
"Göttingen, Landkreis",Berufsschulen,19.0,5410.0,2030.0,788.0,2017
"Region Hannover, Landkreis",Berufsschulen,37.0,27660.0,10778.0,3430.0,2017
"Hannover, Landeshauptstadt",Berufsschulen,28.0,20333.0,8764.0,2281.0,2017
"Diepholz, Landkreis",Berufsschulen,8.0,3251.0,1117.0,347.0,2017
"Hameln-Pyrmont, Landkreis",Berufsschulen,7.0,2521.0,935.0,307.0,2017
"Hildesheim, Landkreis",Berufsschulen,18.0,4986.0,1529.0,674.0,2017
"Holzminden, Landkreis",Berufsschulen,3.0,1070.0,361.0,116.0,2017
"Nienburg (Weser), Landkreis",Berufsschulen,3.0,1917.0,602.0,190.0,2017
"Schaumburg, Landkreis",Berufsschulen,6.0,2308.0,781.0,336.0,2017
"Celle, Landkreis",Berufsschulen,8.0,3223.0,1190.0,401.0,2017
"Cuxhaven, Landkreis",Berufsschulen,9.0,2654.0,788.0,351.0,2017
"Harburg, Landkreis",Berufsschulen,6.0,2090.0,650.0,354.0,2017
"Lüchow-Dannenberg, Landkreis",Berufsschulen,2.0,437.0,127.0,35.0,2017
"Lüneburg, Landkreis",Berufsschulen,8.0,4231.0,1712.0,322.0,2017
"Osterholz, Landkreis",Berufsschulen,2.0,911.0,322.0,119.0,2017
"Rotenburg (Wümme), Landkreis",Berufsschulen,9.0,3530.0,1138.0,361.0,2017
"Heidekreis, Landkreis",Berufsschulen,6.0,2161.0,781.0,245.0,2017
"Stade, Landkreis",Berufsschulen,12.0,4689.0,1616.0,440.0,2017
"Uelzen, Landkreis",Berufsschulen,6.0,1735.0,616.0,152.0,2017
"Verden, Landkreis",Berufsschulen,3.0,2136.0,748.0,233.0,2017
"Delmenhorst, kreisfreie Stadt",Berufsschulen,4.0,1701.0,696.0,237.0,2017
"Emden, kreisfreie Stadt",Berufsschulen,4.0,2808.0,1073.0,137.0,2017
"Oldenburg (Oldenburg), kreisfreie Stadt",Berufsschulen,10.0,10156.0,4438.0,661.0,2017
"Osnabrück, kreisfreie Stadt",Berufsschulen,17.0,11434.0,4459.0,820.0,2017
"Wilhelmshaven, kreisfreie Stadt",Berufsschulen,3.0,1818.0,731.0,193.0,2017
"Ammerland, Landkreis",Berufsschulen,3.0,2492.0,498.0,230.0,2017
"Aurich, Landkreis",Berufsschulen,9.0,3160.0,1302.0,208.0,2017
"Cloppenburg, Landkreis",Berufsschulen,9.0,3854.0,1321.0,340.0,2017
"Emsland, Landkreis",Berufsschulen,20.0,8465.0,2851.0,622.0,2017
"Friesland, Landkreis",Berufsschulen,5.0,1562.0,482.0,112.0,2017
"Grafschaft Bentheim, Landkreis",Berufsschulen,8.0,2668.0,923.0,342.0,2017
"Leer, Landkreis",Berufsschulen,10.0,2886.0,1104.0,172.0,2017
"Oldenburg, Landkreis",Berufsschulen,3.0,933.0,249.0,154.0,2017
"Osnabrück, Landkreis",Berufsschulen,5.0,2320.0,672.0,93.0,2017
"Vechta, Landkreis",Berufsschulen,8.0,3500.0,1008.0,390.0,2017
"Wesermarsch, Landkreis",Berufsschulen,3.0,1553.0,415.0,123.0,2017
"Wittmund, Landkreis",Berufsschulen,3.0,980.0,352.0,41.0,2017
"Bremen, kreisfreie Stadt",Berufsschulen,18.0,15738.0,6139.0,3121.0,2017
"Bremerhaven, kreisfreie Stadt",Berufsschulen,5.0,3919.0,1515.0,526.0,2017
"Düsseldorf, kreisfreie Stadt",Berufsschulen,12.0,18271.0,8056.0,2795.0,2017
"Duisburg, kreisfreie Stadt",Berufsschulen,9.0,10646.0,3491.0,2019.0,2017
"Essen, kreisfreie Stadt",Berufsschulen,14.0,13754.0,5060.0,2091.0,2017
"Krefeld, kreisfreie Stadt",Berufsschulen,4.0,6250.0,2316.0,791.0,2017
"Mönchengladbach, kreisfreie Stadt",Berufsschulen,5.0,5523.0,2218.0,673.0,2017
"Mülheim an der Ruhr, kreisfreie Stadt",Berufsschulen,2.0,2374.0,859.0,433.0,2017
"Oberhausen, kreisfreie Stadt",Berufsschulen,3.0,3643.0,1582.0,566.0,2017
"Remscheid, kreisfreie Stadt",Berufsschulen,3.0,2117.0,531.0,394.0,2017
"Solingen, kreisfreie Stadt",Berufsschulen,5.0,2699.0,757.0,509.0,2017
"Wuppertal, kreisfreie Stadt",Berufsschulen,5.0,6467.0,2747.0,1256.0,2017
"Kleve, Kreis",Berufsschulen,2.0,4770.0,1454.0,540.0,2017
"Mettmann, Kreis",Berufsschulen,7.0,3999.0,965.0,689.0,2017
Rhein-Kreis Neuss,Berufsschulen,4.0,5282.0,2029.0,783.0,2017
"Viersen, Kreis",Berufsschulen,2.0,3219.0,856.0,370.0,2017
"Wesel, Kreis",Berufsschulen,7.0,6158.0,2273.0,757.0,2017
"Bonn, kreisfreie Stadt",Berufsschulen,5.0,9623.0,3999.0,1397.0,2017
"Köln, kreisfreie Stadt",Berufsschulen,20.0,28654.0,12290.0,4482.0,2017
"Leverkusen, kreisfreie Stadt",Berufsschulen,4.0,3601.0,1242.0,509.0,2017
Städteregion Aachen (einschl. Stadt Aachen),Berufsschulen,10.0,11686.0,4089.0,1793.0,2017
"Aachen, krfr. Stadt",Berufsschulen,6.0,7432.0,2784.0,1098.0,2017
"Düren, Kreis",Berufsschulen,4.0,3839.0,1209.0,477.0,2017
Rhein-Erft-Kreis,Berufsschulen,8.0,6381.0,1861.0,925.0,2017
"Euskirchen, Kreis",Berufsschulen,2.0,2121.0,698.0,202.0,2017
"Heinsberg, Kreis",Berufsschulen,3.0,3430.0,1168.0,407.0,2017
Oberbergischer Kreis,Berufsschulen,4.0,4920.0,1601.0,578.0,2017
Rheinisch-Bergischer Kreis,Berufsschulen,2.0,1845.0,658.0,395.0,2017
Rhein-Sieg-Kreis,Berufsschulen,7.0,5277.0,1552.0,756.0,2017
"Bottrop, kreisfreie Stadt",Berufsschulen,1.0,1054.0,405.0,242.0,2017
"Gelsenkirchen, kreisfreie Stadt",Berufsschulen,4.0,6551.0,1995.0,1174.0,2017
"Münster, kreisfreie Stadt",Berufsschulen,7.0,13346.0,5724.0,1139.0,2017
"Borken, Kreis",Berufsschulen,8.0,8834.0,2759.0,661.0,2017
"Coesfeld, Kreis",Berufsschulen,4.0,3218.0,1032.0,424.0,2017
"Recklinghausen, Kreis",Berufsschulen,9.0,10342.0,3528.0,1611.0,2017
"Steinfurt, Kreis",Berufsschulen,8.0,7020.0,2131.0,833.0,2017
"Warendorf, Kreis",Berufsschulen,3.0,3719.0,1116.0,486.0,2017
"Bielefeld, kreisfreie Stadt",Berufsschulen,9.0,12260.0,4701.0,1693.0,2017
"Gütersloh, Kreis",Berufsschulen,7.0,6226.0,2202.0,727.0,2017
"Herford, Kreis",Berufsschulen,6.0,5357.0,1940.0,582.0,2017
"Höxter, Kreis",Berufsschulen,4.0,2209.0,662.0,276.0,2017
"Lippe, Kreis",Berufsschulen,5.0,4633.0,1633.0,547.0,2017
"Minden-Lübbecke, Kreis",Berufsschulen,4.0,5731.0,1938.0,520.0,2017
"Paderborn, Kreis",Berufsschulen,10.0,6938.0,2292.0,589.0,2017
"Bochum, kreisfreie Stadt",Berufsschulen,7.0,7347.0,3044.0,1025.0,2017
"Dortmund, kreisfreie Stadt",Berufsschulen,11.0,16413.0,6520.0,2517.0,2017
"Hagen, kreisfreie Stadt",Berufsschulen,6.0,6898.0,2473.0,1050.0,2017
"Hamm, kreisfreie Stadt",Berufsschulen,3.0,3108.0,1207.0,449.0,2017
"Herne, kreisfreie Stadt",Berufsschulen,2.0,1831.0,761.0,399.0,2017
Ennepe-Ruhr-Kreis,Berufsschulen,4.0,3371.0,1047.0,453.0,2017
Hochsauerlandkreis,Berufsschulen,8.0,6251.0,1735.0,593.0,2017
Märkischer Kreis,Berufsschulen,6.0,6327.0,2112.0,988.0,2017
"Olpe, Kreis",Berufsschulen,1.0,2388.0,763.0,288.0,2017
"Siegen-Wittgenstein, Kreis",Berufsschulen,4.0,6968.0,2282.0,750.0,2017
"Soest, Kreis",Berufsschulen,5.0,5062.0,1683.0,564.0,2017
"Unna, Kreis",Berufsschulen,6.0,5859.0,1966.0,1019.0,2017
"Darmstadt, kreisfreie Stadt",Berufsschulen,7.0,7412.0,2758.0,1531.0,2017
"Frankfurt am Main, kreisfreie Stadt",Berufsschulen,17.0,19764.0,9063.0,4369.0,2017
"Offenbach am Main, kreisfreie Stadt",Berufsschulen,4.0,2530.0,1054.0,917.0,2017
"Wiesbaden, Landeshauptstadt, kreisfreie Stadt",Berufsschulen,5.0,7355.0,2927.0,1925.0,2017
"Bergstraße, Landkreis",Berufsschulen,3.0,2785.0,1011.0,766.0,2017
"Darmstadt-Dieburg, Landkreis",Berufsschulen,2.0,1134.0,302.0,318.0,2017
"Groß-Gerau, Landkreis",Berufsschulen,2.0,3696.0,1029.0,988.0,2017
Hochtaunuskreis,Berufsschulen,3.0,3001.0,994.0,682.0,2017
Main-Kinzig-Kreis,Berufsschulen,6.0,6280.0,2134.0,1404.0,2017
Main-Taunus-Kreis,Berufsschulen,3.0,2262.0,895.0,670.0,2017
Odenwaldkreis,Berufsschulen,1.0,902.0,328.0,210.0,2017
"Offenbach, Landkreis",Berufsschulen,3.0,3846.0,1206.0,1040.0,2017
Rheingau-Taunus-Kreis,Berufsschulen,2.0,895.0,228.0,317.0,2017
Wetteraukreis,Berufsschulen,7.0,4411.0,1527.0,802.0,2017
"Gießen, Landkreis",Berufsschulen,5.0,5567.0,2072.0,905.0,2017
Lahn-Dill-Kreis,Berufsschulen,5.0,5032.0,1586.0,946.0,2017
"Limburg-Weilburg, Landkreis",Berufsschulen,5.0,3227.0,1046.0,731.0,2017
"Marburg-Biedenkopf, Landkreis",Berufsschulen,6.0,4472.0,1466.0,796.0,2017
Vogelsbergkreis,Berufsschulen,2.0,1990.0,517.0,307.0,2017
"Kassel, kreisfreie Stadt",Berufsschulen,7.0,8110.0,2972.0,1178.0,2017
"Fulda, Landkreis",Berufsschulen,5.0,5496.0,1955.0,693.0,2017
"Hersfeld-Rotenburg, Landkreis",Berufsschulen,3.0,2808.0,891.0,237.0,2017
"Kassel, Landkreis",Berufsschulen,2.0,2288.0,1095.0,546.0,2017
Schwalm-Eder-Kreis,Berufsschulen,4.0,2798.0,787.0,414.0,2017
"Waldeck-Frankenberg, Landkreis",Berufsschulen,4.0,3671.0,1054.0,530.0,2017
Werra-Meißner-Kreis,Berufsschulen,2.0,1207.0,433.0,214.0,2017
"Koblenz, kreisfreie Stadt",Berufsschulen,3.0,6129.0,2656.0,651.0,2017
"Ahrweiler, Landkreis",Berufsschulen,1.0,1582.0,591.0,254.0,2017
"Altenkirchen (Westerwald), Landkreis",Berufsschulen,2.0,2042.0,630.0,213.0,2017
"Bad Kreuznach, Landkreis",Berufsschulen,4.0,3121.0,1032.0,297.0,2017
"Birkenfeld, Landkreis",Berufsschulen,1.0,1276.0,418.0,122.0,2017
"Cochem-Zell, Landkreis",Berufsschulen,1.0,737.0,287.0,57.0,2017
"Mayen-Koblenz, Landkreis",Berufsschulen,2.0,2260.0,523.0,178.0,2017
"Neuwied, Landkreis",Berufsschulen,6.0,4865.0,1355.0,392.0,2017
Rhein-Hunsrück-Kreis,Berufsschulen,2.0,1855.0,571.0,199.0,2017
Rhein-Lahn-Kreis,Berufsschulen,2.0,1364.0,379.0,202.0,2017
Westerwaldkreis,Berufsschulen,2.0,3174.0,1092.0,327.0,2017
"Trier, kreisfreie Stadt",Berufsschulen,3.0,4665.0,1889.0,518.0,2017
"Bernkastel-Wittlich, Landkreis",Berufsschulen,3.0,1941.0,496.0,186.0,2017
Eifelkreis Bitburg-Prüm,Berufsschulen,4.0,1661.0,489.0,161.0,2017
"Vulkaneifel, Landkreis",Berufsschulen,1.0,995.0,369.0,72.0,2017
"Trier-Saarburg, Landkreis",Berufsschulen,2.0,733.0,91.0,169.0,2017
"Frankenthal (Pfalz), kreisfreie Stadt",Berufsschulen,2.0,967.0,334.0,171.0,2017
"Kaiserslautern, kreisfreie Stadt",Berufsschulen,2.0,3898.0,1446.0,321.0,2017
"Landau in der Pfalz, kreisfreie Stadt",Berufsschulen,2.0,1393.0,608.0,143.0,2017
"Ludwigshafen am Rhein, kreisfreie Stadt",Berufsschulen,6.0,8262.0,2851.0,1363.0,2017
"Mainz, kreisfreie Stadt",Berufsschulen,5.0,5167.0,2312.0,750.0,2017
"Neustadt an der Weinstraße, kreisfreie Stadt",Berufsschulen,2.0,2027.0,941.0,254.0,2017
"Pirmasens, kreisfreie Stadt",Berufsschulen,1.0,1179.0,419.0,145.0,2017
"Speyer, kreisfreie Stadt",Berufsschulen,1.0,1198.0,476.0,198.0,2017
"Worms, kreisfreie Stadt",Berufsschulen,3.0,1892.0,621.0,272.0,2017
"Zweibrücken, kreisfreie Stadt",Berufsschulen,1.0,437.0,115.0,63.0,2017
"Alzey-Worms, Landkreis",Berufsschulen,1.0,623.0,215.0,97.0,2017
"Bad Dürkheim, Landkreis",Berufsschulen,1.0,1051.0,377.0,121.0,2017
Donnersbergkreis,Berufsschulen,1.0,691.0,234.0,71.0,2017
"Germersheim, Landkreis",Berufsschulen,1.0,1122.0,282.0,134.0,2017
"Kaiserslautern, Landkreis",Berufsschulen,1.0,323.0,86.0,47.0,2017
"Kusel, Landkreis",Berufsschulen,1.0,433.0,122.0,100.0,2017
"Südliche Weinstraße, Landkreis",Berufsschulen,1.0,655.0,88.0,107.0,2017
"Mainz-Bingen, Landkreis",Berufsschulen,2.0,2109.0,634.0,360.0,2017
"Südwestpfalz, Landkreis",Berufsschulen,1.0,448.0,160.0,34.0,2017
"Stuttgart, Landeshauptstadt, Stadtkreis",Berufsschulen,25.0,20445.0,8596.0,4489.0,2017
"Böblingen, Landkreis",Berufsschulen,7.0,5910.0,2001.0,1340.0,2017
"Esslingen, Landkreis",Berufsschulen,9.0,7130.0,2428.0,1438.0,2017
"Göppingen, Landkreis",Berufsschulen,6.0,5436.0,1987.0,1109.0,2017
"Ludwigsburg, Landkreis",Berufsschulen,7.0,5896.0,2287.0,1756.0,2017
"Rems-Murr-Kreis, Landkreis",Berufsschulen,10.0,6891.0,2112.0,1595.0,2017
"Heilbronn, Universitätsstadt, Stadtkreis",Berufsschulen,7.0,7855.0,3865.0,1580.0,2017
"Heilbronn, Landkreis",Berufsschulen,1.0,2502.0,258.0,290.0,2017
"Hohenlohekreis, Landkreis",Berufsschulen,6.0,2381.0,628.0,402.0,2017
"Schwäbisch Hall, Landkreis",Berufsschulen,7.0,3239.0,1033.0,349.0,2017
"Main-Tauber-Kreis, Landkreis",Berufsschulen,6.0,2532.0,888.0,320.0,2017
"Heidenheim, Landkreis",Berufsschulen,5.0,1634.0,552.0,329.0,2017
"Ostalbkreis, Landkreis",Berufsschulen,9.0,5664.0,1820.0,720.0,2017
"Baden-Baden, Stadtkreis",Berufsschulen,2.0,1875.0,920.0,271.0,2017
"Karlsruhe, Stadtkreis",Berufsschulen,14.0,11656.0,4637.0,1846.0,2017
"Karlsruhe, Landkreis",Berufsschulen,9.0,3758.0,1132.0,952.0,2017
"Rastatt, Landkreis",Berufsschulen,10.0,3624.0,812.0,619.0,2017
"Heidelberg, Stadtkreis",Berufsschulen,7.0,4317.0,2136.0,774.0,2017
"Mannheim, Stadtkreis",Berufsschulen,9.0,7750.0,2929.0,1828.0,2017
"Neckar-Odenwald-Kreis, Landkreis",Berufsschulen,6.0,2262.0,615.0,301.0,2017
"Rhein-Neckar-Kreis, Landkreis",Berufsschulen,15.0,4337.0,1223.0,1060.0,2017
"Pforzheim, Stadtkreis",Berufsschulen,6.0,3975.0,1592.0,778.0,2017
"Calw, Landkreis",Berufsschulen,6.0,3058.0,1202.0,626.0,2017
"Enzkreis, Landkreis",Berufsschulen,2.0,942.0,203.0,213.0,2017
"Freudenstadt, Landkreis",Berufsschulen,4.0,1631.0,588.0,263.0,2017
"Freiburg im Breisgau, Stadtkreis",Berufsschulen,8.0,8427.0,3568.0,1443.0,2017
"Breisgau-Hochschwarzwald, Landkreis",Berufsschulen,4.0,2086.0,231.0,320.0,2017
"Emmendingen, Landkreis",Berufsschulen,4.0,1815.0,424.0,321.0,2017
"Ortenaukreis, Landkreis",Berufsschulen,12.0,7795.0,2555.0,1178.0,2017
"Rottweil, Landkreis",Berufsschulen,5.0,2845.0,1254.0,479.0,2017
"Schwarzwald-Baar-Kreis, Landkreis",Berufsschulen,10.0,6442.0,2366.0,1135.0,2017
"Tuttlingen, Landkreis",Berufsschulen,3.0,2481.0,588.0,474.0,2017
"Konstanz, Landkreis",Berufsschulen,7.0,4435.0,1801.0,1003.0,2017
"Lörrach, Landkreis",Berufsschulen,5.0,4102.0,1426.0,892.0,2017
"Waldshut, Landkreis",Berufsschulen,6.0,2135.0,877.0,554.0,2017
"Reutlingen, Landkreis",Berufsschulen,9.0,5546.0,1945.0,1119.0,2017
"Tübingen, Landkreis",Berufsschulen,4.0,3131.0,1382.0,676.0,2017
"Zollernalbkreis, Landkreis",Berufsschulen,6.0,2497.0,771.0,468.0,2017
"Ulm, Stadtkreis",Berufsschulen,7.0,5981.0,2333.0,1083.0,2017
"Alb-Donau-Kreis, Landkreis",Berufsschulen,4.0,2139.0,306.0,388.0,2017
"Biberach, Landkreis",Berufsschulen,5.0,3926.0,1100.0,470.0,2017
"Bodenseekreis, Landkreis",Berufsschulen,7.0,2888.0,891.0,575.0,2017
"Ravensburg, Landkreis",Berufsschulen,6.0,6142.0,2908.0,766.0,2017
"Sigmaringen, Landkreis",Berufsschulen,5.0,1928.0,588.0,287.0,2017
Ingolstadt,Berufsschulen,2.0,5587.0,2482.0,857.0,2017
"München, Landeshauptstadt",Berufsschulen,40.0,42885.0,17341.0,11556.0,2017
Rosenheim,Berufsschulen,2.0,4284.0,2114.0,792.0,2017
"Altötting, Landkreis",Berufsschulen,1.0,2573.0,695.0,373.0,2017
"Berchtesgadener Land, Landkreis",Berufsschulen,1.0,1384.0,577.0,294.0,2017
"Bad Tölz-Wolfratshausen, Landkreis",Berufsschulen,1.0,1995.0,843.0,388.0,2017
"Dachau, Landkreis",Berufsschulen,1.0,1607.0,620.0,480.0,2017
"Ebersberg, Landkreis",Berufsschulen,2.0,254.0,88.0,58.0,2017
"Eichstätt, Landkreis",Berufsschulen,1.0,1536.0,329.0,370.0,2017
"Erding, Landkreis",Berufsschulen,1.0,2414.0,1124.0,489.0,2017
"Freising, Landkreis",Berufsschulen,2.0,2347.0,642.0,478.0,2017
"Fürstenfeldbruck, Landkreis",Berufsschulen,1.0,2327.0,1005.0,591.0,2017
"Garmisch-Partenkirchen, Landkreis",Berufsschulen,2.0,1125.0,553.0,336.0,2017
"Landsberg am Lech, Landkreis",Berufsschulen,2.0,1687.0,265.0,381.0,2017
"Miesbach, Landkreis",Berufsschulen,1.0,1340.0,403.0,280.0,2017
"Mühldorf a.Inn, Landkreis",Berufsschulen,3.0,2479.0,897.0,539.0,2017
"Neuburg-Schrobenhausen, Landkreis",Berufsschulen,2.0,2007.0,521.0,413.0,2017
"Pfaffenhofen a.d.Ilm, Landkreis",Berufsschulen,1.0,1822.0,380.0,237.0,2017
"Rosenheim, Landkreis",Berufsschulen,2.0,3505.0,423.0,943.0,2017
"Starnberg, Landkreis",Berufsschulen,2.0,1696.0,959.0,395.0,2017
